Estimate,Date,Customer Tags,City,Zip,Description,Amount,Labor,Materials,Subtotal,Job Tags,Job Status,Bid Employee,Crew,Job Type
10566,6/3/2021 8:00,,Denver,80238,Interior Painting-2 Coats,2937.5,2520,617.5,3137.5,My Website,Awaiting Approval,1,,
10550,6/3/2021 15:30,google,Aurora,80013,Interior Painting-2 Coats,2062.5,1445,617.5,2062.5,,approved,1,,
10501-2,6/1/2021 13:00,Yelp,Aurora,80016,Deck,980,980,0,980,,pro approved,1,,
10552,,,Parker,80134,Interior Painting-2 Coats,4087.5,3507.5,880,4387.5,,Awaiting Approval,,,
10553-1,6/8/2021 13:00,google,Denver,80238,Exterior Residential Painting - Exterior Preparation,8312.5,6192.5,2420,8612.5,,approved,1,,
10555,6/8/2021 11:00,brian jackobson,Aurora,80013,Interior Painting-2 Coats,3395,3040,705,3745,,Awaiting Approval,1,,
10574,6/7/2021 14:30,,Aurora,80015,Exterior Residential Painting - Exterior Preparation,5366,4571,1095,5666,My Website,Awaiting Approval,1,,
10258-3,2/22/2021 14:00,"Referral,no review",Parker,80138,Baseboards,1850,1050,800,1850,,approved,1,,
10591-1,6/11/2021 12:30,no review,Denver,80238,Interior Painting-2 Coats,3180,2900,530,3430,My Website,pro approved,1,,
10573,6/7/2021 15:30,,Littleton,80130,Interior Painting - Walls - 2 Coats,4245,3565,680,4245,My Website,Awaiting Approval,2,,
10557,6/10/2021 15:00,Referral,Parker,80134,Windows,5755,4060,1695,5755,estimate,Awaiting Approval,1,,
10558,6/9/2021 13:00,Referral,Highlands Ranch,80130,Exterior Residential Painting - Exterior Preparation,4235,3410,1060,4470,"Residential,Exterior",approved,2,,
10559,6/7/2021 15:30,no review,Centennial,80015,Exterior Residential Painting - Exterior Preparation,4692.5,3722.5,1270,4992.5,,approved,1,,
10595,6/7/2021 11:30,,Aurora,80014,Interior Painting-2 Coats,2725,2460,465,2925,My Website,Awaiting Approval,4,,
10567,6/8/2021 17:00,,Aurora,80017,Interior Painting-2 Coats,5510,4180,1330,5510,My Website,approved,4,,
10560,,"Nextdoor,no review",Aurora,80016,Interior Painting-2 Coats,3970,3395,875,4270,,Awaiting Approval,,,
10561,6/7/2021 9:00,google,Littleton,80126,Wood Replacement,685,535,150,685,,approved,2,,
10562,6/10/2021 11:00,google,Watkins,80137,Basketball Court ,4265,3680,585,4265,,declined,1,,
10563,6/7/2021 11:30,neighbor getting work done,Denver,80218,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,Exterior,SCHEDULED,1,,
10564,6/8/2021 9:00,,Aurora,80017,Cabinets - Cabinet Preparation,2822,2392,430,2822,,Awaiting Approval,1,,
10565,6/8/2021 15:00,"Referral,Andy Strauss",Denver,80236,Cabinets - Cabinet Preparation,3670,920,2950,3870,,Awaiting Approval,3,,
10568,,,,,,0,0,0,0,,UNSCHEDULED,,,
10569,6/9/2021 11:30,"google,no review",Aurora,80014,Interior Painting-2 Coats,2987.5,2432.5,555,2987.5,"Residential,interior",approved,1,,
10570,6/10/2021 10:00,next door,Parker,80134,Interior Painting-2 Coats,7115,5535,1580,7115,,Awaiting Approval,4,,
10571,6/8/2021 14:00,no review,Littleton,80126,Interior Painting - 2 Coats,8000,7905,870,8775,,approved,2,,
10572,6/10/2021 13:00,google,Littleton,80129,Interior Painting - All Walls - 2 Coats,11985,10535,1450,11985,,approved,2,,
10586,6/14/2021 8:00,,Aurora,80018,"Commercial, Epoxy Coatings, Color Consultations - Color Consultation",130,130,0,130,My Website,SCHEDULED,1,,
10551-2,6/1/2021 12:30,,Denver,80238,Exterior Residential Painting - Exterior Preparation,6825,4830,2320,7150,,approved,1,,
10508-2,5/25/2021 9:00,renter,Parker,80138,Exterior Residential Painting - Exterior Preparation,4993.75,3723.75,1270,4993.75,,Awaiting Approval,1,,
10508-3,5/25/2021 9:00,renter,Parker,80138,Gutter Front of Home,560,560,0,560,,Awaiting Approval,1,,
10575,,,Longmont,80504,Cabinets - Cabinet Painting,4330,3830,500,4330,,approved,,,
10577,6/10/2021 12:30,,Aurora,80016,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,SCHEDULED,1,,
10587,6/10/2021 8:00,,Denver,80238,Kitchen Cabinet Preparation,4275,3920,555,4475,My Website,Awaiting Approval,1,,
10532-2,6/7/2021 15:00,google,Littleton,80126,,0,0,0,0,,SCHEDULED,2,,
10590,6/11/2021 12:30,,Centennial,80015,Exterior Residential Painting - Exterior Preparation,4517.5,3535,1182.5,4717.5,My Website,pro approved,1,,
10553-2,6/8/2021 13:00,google,Denver,80238,Pergola and Trellis.,980,980,0,980,,declined,1,,
10578,6/15/2021 11:30,refferal,Aurora,80016,Kitchen Cabinets - Cabinet Preparation,11560,9395,2365,11760,,approved,4,,
10579,6/22/2021 9:00,,Centennial,80111,Exterior Trim,1865,1680,385,2065,,Awaiting Approval,1,,
10580,6/14/2021 16:00,no review,Aurora,80013,Exterior Residential Painting - Exterior Preparation,3926.75,2944.25,1182.5,4126.75,,approved,1,,
10532-3,6/7/2021 15:00,google,Littleton,80126,Main Floor and Upstairs Baseboards,8365,8365,0,8365,,Awaiting Approval,2,,
10581,,,Thornton,80233,Exterior Residential Painting - Exterior Preparation,3885,3022.5,1112.5,4135,,Awaiting Approval,,,
10582-1,6/16/2021 12:00,,Castle Rock,80104,Exterior Residential Painting - Exterior Preparation,3985,3265,920,4185,,approved,3,,
10584,6/14/2021 15:30,no review,Denver,80238,Exterior Residential Painting - Exterior Preparation,5182.5,4162.5,1270,5432.5,My Website,approved,1,,
10583,6/16/2021 14:00,,Parker,80134,Exterior Residential Painting - Exterior Preparation,4542.5,3822.5,920,4742.5,,approved,3,,
10585,6/14/2021 9:30,,Denver,80238,Interior Painting-2 Coats,5970,4430,1740,6170,My Website,Awaiting Approval,1,,
10601,6/14/2021 12:30,,Englewood,80111,Interior Painting-2 Coats,3605,3075,530,3605,My Website,Awaiting Approval,4,,
10588,6/14/2021 14:00,google,Aurora,80013,Exterior Residential Painting - Exterior Preparation,2650,2630,220,2850,,declined,1,,
10592,,,Thornton,80233,Exterior Residential Painting - Exterior Preparation,3966.25,3066.25,1200,4266.25,,approved,,,
10606,6/16/2021 8:00,Referral,Centennial,80122,Interior Painting-2 Coats,3780,3075,705,3780,My Website,declined,4,,
10593-1,6/15/2021 12:30,,Aurora,80012,Interior Painting-2 Coats,6465,5555,1410,6965,,Awaiting Approval,4,,
10594-1,6/17/2021 12:00,google,Aurora,80011,Interior Painting-2 Coats,6085,4780,1805,6585,,Awaiting Approval,4,,
10597,6/16/2021 9:30,,Aurora,80013,Exterior Residential Painting - Exterior Preparation,3920,3287.5,832.5,4120,My Website,Awaiting Approval,3,,
10599,6/16/2021 15:30,,Aurora,80016,Exterior Residential Painting - Exterior Preparation,4962.5,3942.5,1270,5212.5,My Website,Awaiting Approval,3,,
10596,6/21/2021 16:00,Nextdoor,Centennial,80016,Exterior Residential Painting - Exterior Preparation,4855,3482.5,1572.5,5055,,approved,1,,
10598,6/21/2021 15:00,next door,Broomfield,80020,Exterior Residential Painting - Exterior Preparation,4962.5,4162.5,1050,5212.5,,pro approved,1,,
10600,,,Aurora,80017,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,UNSCHEDULED,,,
10612,6/23/2021 17:00,,Aurora,80014,"Painting quotes - Free Cabinet Painting Estimate: (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,My Website,SCHEDULED,1,,
10602,6/21/2021 11:30,Nextdoor,Centennial,80016,Interior Painting-2 Coats,6642.5,5842.5,1050,6892.5,,approved,1,,
10593-2,6/15/2021 12:30,,Aurora,80012,Trim Removal ,5110,4750,360,5110,,SCHEDULED,4,,
10613,6/24/2021 8:00,,Parker,80134,Kitchen Cabinet Preparation,4145,3680,615,4295,My Website,Awaiting Approval,1,,
10582-3,6/16/2021 12:00,,Castle Rock,80104,Fence Staining,1820,1480,340,1820,,pro approved,3,,
10603-1,6/22/2021 10:30,google,Denver,80220,Interior Painting-2 Coats,10780,8907.5,2372.5,11280,,Awaiting Approval,1,,
10604,7/1/2021 10:00,Referral,Lone Tree,80124,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,SCHEDULED,3,,
10605,6/22/2021 14:00,,Denver,80205,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,SCHEDULED,1,,
10273-3,2/25/2021 14:00,"Nextdoor,no review",Aurora,80016,Paint All Doors ,3180,2600,780,3380,,Awaiting Approval,4,,
10607,,,Aurora,80014,Interior Paint from water damage,0,0,0,0,,UNSCHEDULED,1,,
10608,,,Aurora,80012,South East Corner,3400,2480,920,3400,,Awaiting Approval,1,,
10609,6/23/2021 15:00,Referral,Westminster,80020,Exterior Residential Painting - Exterior Preparation,4770,3750,1270,5020,Exterior,Awaiting Approval,1,,
10737,7/23/2021 9:00,,Centennial,80122,Interior Painting-2 Coats,6338.25,5607,981.25,6588.25,My Website,Awaiting Approval,4,,
10610,,,Centennial,80112,Exterior Residential Painting - Exterior Preparation,4435,3375,1060,4435,,approved,,,
10611,6/22/2021 10:00,repeat customer,Denver,80211,Exterior Residential Painting - Exterior Preparation,4042.5,3285,1007.5,4292.5,"Exterior,interior",approved,4,,
10614-1,6/21/2021 12:30,,Denver,80230,Interior Painting-2 Coats,7238.75,6150,1488.75,7638.75,My Website,approved,1,,
10629-1,6/25/2021 10:30,,Broomfield,80020,Exterior Residential Painting - Exterior Preparation,4775,3892.5,1182.5,5075,My Website,approved,1,,
10615-1,7/1/2021 13:30,"Erik,Returning Customer",Littleton,80130,Interior Painting-2 Coats,2973,2043,1080,3123,interior,declined,4,,
10603-2,6/22/2021 10:30,google,Denver,80220,Interior Painting-2 Coats,4506.25,3690,1016.25,4706.25,,Awaiting Approval,1,,
10631,6/24/2021 12:30,,Aurora,80015,Exterior Residential Painting - Exterior Preparation,4692.5,3947.5,1095,5042.5,My Website,approved,1,,
10616,,,Centennial,80015,Exterior Residential Painting - Exterior Preparation,6000,4242.5,1957.5,6200,,approved,3,,
10594-2,6/17/2021 12:00,google,Aurora,80011,"Wall and Ceiling Scrape, Repair, Retexture",3360,3360,0,3360,,Awaiting Approval,4,,
10617,,,Boulder,80304,,0,0,0,0,,UNSCHEDULED,3,,
10478-5,6/3/2021 8:30,,Aurora,80016,Kitchen Island Rebuild,1350,1150,200,1350,,approved,1,2,
10632-1,6/25/2021 15:30,,Broomfield,80020,Exterior Residential Painting - Exterior Preparation,4826.75,3942.5,1184.25,5126.75,My Website,approved,1,,
10614-2,6/21/2021 12:30,,Denver,80230,Exterior Residential Painting - Exterior Preparation,5168.75,3915,1553.75,5468.75,,pro approved,1,,
10618,,,Aurora,80014,Drywall Replacement,18660,18660,0,18660,,pro approved,,,
10619-1,6/29/2021 14:00,google,Centennial,80112,Interior Wall Painting-2 Coats,8573.5,7361,1462.5,8823.5,interior,Awaiting Approval,1,,
10620-1,6/28/2021 13:00,refferal,Denver,80238,Exterior Residential Painting - Exterior Preparation,8987.5,7205,2282.5,9487.5,estimate,declined,1,,
10621,,,Denver,80230,Exterior Residential Painting - Exterior Preparation,4273.75,3503.75,1270,4773.75,,Awaiting Approval,,,
10622-1,,,Boulder,80304,Drywall Skim,25290,23800,1490,25290,,Awaiting Approval,,,
10622-2,,,Boulder,80304,Stained Items,18140,16480,1660,18140,,Awaiting Approval,,,
10622-3,,,Boulder,80304,Interior Painting-2 Coats,9205,7380,1825,9205,,Awaiting Approval,,,
10648-1,6/25/2021 11:30,,Denver,80231,Exterior Residential Painting - Exterior Preparation,5680,4410,1270,5680,My Website,Awaiting Approval,1,,
10623-1,,"debby miller,no review",Thornton,80229,Exterior Residential Painting - Exterior Preparation,4027.5,3177.5,850,4027.5,,Awaiting Approval,3,,
10623-2,,"debby miller,no review",Thornton,80229,Interior Painting-2 Coats,6650,6150,700,6850,,Awaiting Approval,3,,
10624,6/25/2021 9:00,google,Englewood,80210,Interior Painting-2 Coats,3755,3075,880,3955,,Awaiting Approval,4,,
10625-1,6/25/2021 11:00,,Arvada,80003,Drywall Repair,7090,5700,1590,7290,,pro approved,3,,
10626,,,Denver,80238,Custom Services - Custom Job,0,0,0,0,,UNSCHEDULED,,,
10627,,,Denver,80238,Custom Services - Custom Job,0,0,0,0,,pro approved,,,
10655,6/29/2021 12:30,,Aurora,80011,Front Brick,2285,1670,615,2285,My Website,Awaiting Approval,1,,
10653,7/1/2021 12:30,NEIGHBOURS,Aurora,80016,Interior Painting-2 Coats,8145,6765,1780,8545,My Website,Awaiting Approval,4,,
10641,6/28/2021 14:30,,Aurora,80016,Exterior Residential Painting - Exterior Preparation,6283.75,5358.75,1225,6583.75,My Website,approved,1,,
10629-2,6/25/2021 10:30,,Broomfield,80020,Deck Preparation and Topcoat ,1895,1565,330,1895,,pro approved,1,,
10632-2,6/25/2021 15:30,,Broomfield,80020,Windows,980,690,290,980,,declined,1,,
10633,,no review,Englewood,80111,Interior Painting-2 Coats,4828.5,3936,1142.5,5078.5,,pro approved,,,
10634-1,,no review,Foxfield,80016,Exterior Residential Painting - Exterior Preparation,6450,5255,1445,6700,,Awaiting Approval,,,
10634-2,,no review,Foxfield,80016,Window and Door Prep,4100,3760,590,4350,,Awaiting Approval,,,
10635-1,7/6/2021 14:00,Referral,Denver,80237,Interior Painting-2 Coats,1966.25,1680,486.25,2166.25,,Awaiting Approval,4,,
10636,,Referral,Denver,80222,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,UNSCHEDULED,4,,
10637,6/30/2021 11:00,google,Littleton,80123,Exterior Stain,7910,6945,965,7910,,Awaiting Approval,2,,
10675,7/12/2021 11:30,,Littleton,80130,Exterior Residential Painting - Exterior Preparation,4900,3840,1060,4900,My Website,Awaiting Approval,2,,
10638,7/8/2021 14:00,google,Broomfield,80023,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,SCHEDULED,1,,
10639,,Facebook,Parker,80138,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,UNSCHEDULED,4,,
10661,7/1/2021 14:30,,PARKER,80134,Kitchen Cabinet Preparation,3500,3220,430,3650,My Website,approved,1,,
10640,7/2/2021 14:00,google,Denver,80223,Exterior Residential Painting - Exterior Preparation,6162.5,5092.5,1270,6362.5,,Awaiting Approval,1,,
10711,7/20/2021 17:00,,Denver,80238,Exterior Residential Painting - Exterior Preparation,4453.75,3483.75,1270,4753.75,My Website,approved,1,,
10654-1,6/30/2021 10:30,,Aurora,80016,Interior Painting-2 Coats,3667.5,3075,792.5,3867.5,My Website,Awaiting Approval,4,,
10642,7/1/2021 13:00,Referral,Aurora,80016,Interior Painting-2 Coats,5327.5,4612.5,1015,5627.5,,Awaiting Approval,1,,
10652,7/2/2021 15:30,,Centennial,80015,Exterior Residential Painting - Exterior Preparation,4378.75,3396.25,1182.5,4578.75,My Website,approved,1,,
10591-2,6/11/2021 12:30,no review,Denver,80238,Wallpaper Installation ,420,340,80,420,,approved,1,,
10668,7/6/2021 12:30,,Denver,80238,Exterior Residential Painting - Exterior Preparation,5172.5,3977.5,1445,5422.5,My Website,Awaiting Approval,1,,
10623-3,,"debby miller,no review",Thornton,80229,Cabinets - Cabinet Preparation,3440,2760,680,3440,,Awaiting Approval,3,,
10643,,"debby miller,no review",Denver,80212,,0,0,0,0,,UNSCHEDULED,,,
10644,,,Centennial,80015,,0,0,0,0,,UNSCHEDULED,,,
10645,,,Centennial,80015,,0,0,0,0,,UNSCHEDULED,,,
10623-4,,"debby miller,no review",Thornton,80229,Interior Painting-2 Coats Doors and Trim,3755,3075,680,3755,,Awaiting Approval,3,,
10646,,,Denver,80219,Exterior Residential Painting - Exterior Preparation,3460,2740,920,3660,,Awaiting Approval,,,
10647,,"debby miller,no review",Denver,80212,Window Painting,3902.5,3510,592.5,4102.5,,Awaiting Approval,,,
10632-3,6/25/2021 15:30,,Broomfield,80020,Gutters,755,755,0,755,,approved,1,,
10620-2,6/28/2021 13:00,refferal,Denver,80238,Stair Stringers,880,880,0,880,,approved,1,,
10648-2,6/25/2021 11:30,,Denver,80231,Gutters,1390,1390,0,1390,,Awaiting Approval,1,,
10649,6/30/2021 16:00,no review,Aurora,80013,Custom Services - Custom Job,0,0,0,0,,SCHEDULED,4,,
10658,7/2/2021 14:30,,Denver,80238,Exterior Residential Painting - Exterior Preparation,5218.75,4148.75,1270,5418.75,My Website,approved,1,,
10650,7/29/2021 9:00,internet,Bennett,80102,Interior Painting-2 Coats,8105,6837.5,1667.5,8505,,Awaiting Approval,4,,
10665,7/7/2021 16:00,Referral,Littleton,80129,Exterior Residential Painting - Exterior Preparation,4880,3820,1060,4880,,approved,2,,
10651,7/6/2021 10:00,Referral,Aurora,80016,Exterior Residential Painting - Exterior Preparation,4862.5,3592.5,1270,4862.5,,approved,1,,
10654-2,6/30/2021 10:30,,Aurora,80016,Interior Painting-2 Coats,3447.5,2767.5,880,3647.5,,Awaiting Approval,4,,
10669,7/6/2021 17:00,,Centennial,80015,Exterior Residential Painting - Exterior Preparation,5123.75,4273.75,1050,5323.75,My Website,Awaiting Approval,1,,
10656-1,7/7/2021 13:00,,Centennial,80015,Interior Painting-2 Coats,2927.5,2460,617.5,3077.5,,Awaiting Approval,4,,
10615-2,7/1/2021 13:30,"Erik,Returning Customer",Littleton,80130,Popcorn Ceiling Scrape and Retexture,2640,2640,0,2640,,declined,4,,
10657,,no review,Strasburg,80136,Exterior Residential Painting - Exterior Preparation,5567.5,4817.5,1050,5867.5,,Awaiting Approval,,,
10659,7/6/2021 11:30,Referral,Aurora,80018,Exterior Residential Painting - Exterior Preparation,4575,3505,1270,4775,,approved,1,,
10660,7/15/2021 9:00,google,Aurora,80013,Interior Painting-2 Coats,7534.5,6042,1492.5,7534.5,,approved,4,,
10697,7/8/2021 14:00,,Centennial,80015,Interior Painting-2 Coats,7237.5,6572.5,915,7487.5,My Website,Awaiting Approval,4,,
10667,7/6/2021 8:00,,Aurora,80016,Exterior Residential Painting - Exterior Preparation,5075,3505,1870,5375,My Website,approved,1,,
10671-1,7/6/2021 14:30,,Aurora,80016,Exterior Residential Painting - Exterior Preparation,5496.9,4376.9,1445,5821.9,My Website,Awaiting Approval,1,,
10662,,"Referral,no review",Denver,80231,Deck Joist Replacement,1200,1200,0,1200,,approved,,,
10619-2,6/29/2021 14:00,google,Centennial,80112,Custom Handrail,7975,4790,3385,8175,,Awaiting Approval,1,,
10672,7/7/2021 11:30,,Aurora,80016,"Exterior Trim, Garage Door and front Railing",5815,4970,1095,6065,My Website,approved,1,,
10663,7/12/2021 13:00,,Aurora,80016,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,0,,SCHEDULED,1,,
10687-1,7/12/2021 12:30,,Denver,80238,Exterior Residential Painting - Exterior Preparation,5710,4652.5,1357.5,6010,My Website,Awaiting Approval,1,,
10664,7/8/2021 11:00,no review,Denver,80238,Trim Painting,3880,3270,610,3880,,approved,1,,
10666,7/14/2021 11:00,google,Aurora,80012,Interior Painting-2 Coats,6725,6150,875,7025,,SCHEDULED,1,,
10670,7/20/2021 9:00,google,Denver,80238,Interior Painting-2 Coats,7380,6150,1580,7730,,Awaiting Approval,4,,
10734,7/13/2021 8:00,,Parker,80134,Fence,2815,2430,585,3015,My Website,approved,1,,
10173-2,1/25/2021 15:00,,Littleton,80125,Upstairs Baseboard Options - Option 2 Chosen,7275,6640,635,7275,,approved,2,,
10671-2,7/6/2021 14:30,,Aurora,80016,Interior Painting-2 Coats,8435,7380,1405,8785,,Awaiting Approval,1,,
10671-3,7/6/2021 14:30,,Aurora,80016,"Commercial, Epoxy Coatings, Color Consultations - Garage Floor Epoxy Coatings",3550,3750,0,3750,,Awaiting Approval,1,,
